Sample,Payload [Bytes],Latency [us]
319,8192,4.539500
320,8192,4.559500
321,8192,4.512500
322,8192,4.533000
323,8192,4.514500
324,8192,4.500500
325,8192,4.504000
326,8192,4.519000
327,8192,4.541500
328,8192,4.538000
329,8192,4.530500
330,8192,4.522500
331,8192,4.542500
332,8192,4.526500
333,8192,4.521000
334,8192,4.515500
335,8192,4.516500
336,8192,4.549000
337,8192,4.514500
338,8192,4.568000
339,8192,4.555500
340,8192,4.525500
341,8192,4.530500
342,8192,4.513500
343,8192,4.481000
344,8192,4.527500
345,8192,4.508500
346,8192,4.546500
347,8192,4.519000
348,8192,4.556000
349,8192,4.530000
350,8192,4.563500
351,8192,4.531500
352,8192,4.537500
353,8192,4.611500
354,8192,4.469000
355,8192,4.535500
356,8192,4.542000
357,8192,4.526000
358,8192,4.549000
359,8192,4.538500
360,8192,4.569000
361,8192,4.528500
362,8192,4.552000
363,8192,4.556500
364,8192,4.531000
365,8192,4.553500
366,8192,4.530000
367,8192,4.541000
368,8192,4.513000
369,8192,4.516000
370,8192,4.539500
371,8192,4.490000
372,8192,4.531500
373,8192,4.541500
374,8192,4.542000
375,8192,4.528500
376,8192,4.524000
377,8192,4.507000
378,8192,4.517000
379,8192,4.522000
380,8192,4.505000
381,8192,4.519000
382,8192,4.517500
383,8192,4.507000
384,8192,4.536500
385,8192,4.510000
386,8192,4.520000
387,8192,4.540000
388,8192,4.512500
389,8192,4.496000
390,8192,4.589000
391,8192,4.513500
392,8192,4.537000
393,8192,4.521500
394,8192,4.540500
395,8192,4.543000
396,8192,4.521500
397,8192,4.520500
398,8192,4.631500
399,8192,4.553500
400,8192,4.507000
401,8192,4.503500
402,8192,4.512500
403,8192,4.542500
404,8192,4.552000
405,8192,4.574000
406,8192,4.500000
407,8192,4.502500
408,8192,4.493500
409,8192,4.486500
410,8192,4.518000
411,8192,4.533500
412,8192,4.542500
413,8192,4.495500
414,8192,4.525500
415,8192,4.542500
416,8192,4.535000
417,8192,4.548000
418,8192,4.537500
419,8192,4.508000
420,8192,4.509000
421,8192,4.508500
422,8192,4.540500
423,8192,4.519500
424,8192,4.507000
425,8192,4.497500
426,8192,4.560500
427,8192,4.533500
428,8192,4.540500
429,8192,4.521500
430,8192,4.527500
431,8192,4.510000
432,8192,4.511500
433,8192,4.520000
434,8192,4.507500
435,8192,4.500000
436,8192,4.538500
437,8192,4.539500
438,8192,4.520000
439,8192,4.519500
440,8192,4.540000
441,8192,4.577000
442,8192,4.473000
443,8192,4.536000
444,8192,4.483000
445,8192,4.474500
446,8192,4.516000
447,8192,4.569500
448,8192,4.575000
449,8192,4.529000
450,8192,4.532500
451,8192,4.545000
452,8192,4.509500
453,8192,4.499000
454,8192,4.503500
455,8192,4.501000
456,8192,4.504000
457,8192,4.519000
458,8192,4.558500
459,8192,4.533000
460,8192,4.516500
461,8192,4.543000
462,8192,4.486000
463,8192,4.486500
464,8192,4.543000
465,8192,4.532000
466,8192,4.515000
467,8192,4.500000
468,8192,4.587500
469,8192,4.505500
470,8192,4.537000
471,8192,4.534000
472,8192,4.544000
473,8192,4.543000
474,8192,4.493000
475,8192,4.511000
476,8192,4.518500
477,8192,4.514500
478,8192,4.515500
479,8192,4.526000
480,8192,4.502000
481,8192,4.528000
482,8192,4.501500
483,8192,4.533000
484,8192,4.534500
485,8192,4.504000
486,8192,4.525500
487,8192,4.526000
488,8192,4.522000
489,8192,4.559000
490,8192,4.497500
491,8192,4.524500
492,8192,4.544000
493,8192,4.518000
494,8192,4.548000
495,8192,4.517500
496,8192,4.553000
497,8192,4.522000
498,8192,4.524500
499,8192,4.549000
500,8192,4.486000
501,8192,4.601500
502,8192,4.522500
503,8192,4.504000
504,8192,4.502000
505,8192,4.506500
506,8192,4.521000
507,8192,4.546500
508,8192,4.519000
509,8192,4.491000
510,8192,4.519500
511,8192,4.541500
512,8192,4.511000
513,8192,4.509000
514,8192,4.649500
515,8192,4.525500
516,8192,4.518000
517,8192,4.517500
518,8192,4.552000
519,8192,4.532000
520,8192,4.553000
521,8192,4.571000
522,8192,4.532500
523,8192,4.522000
524,8192,4.524000
525,8192,4.542500
526,8192,4.531500
527,8192,4.513500
528,8192,4.525000
529,8192,4.520000
530,8192,4.523500
531,8192,4.526500
532,8192,4.534500
533,8192,4.527000
534,8192,4.508500
535,8192,4.507000
536,8192,4.539500
537,8192,4.507500
538,8192,4.504000
539,8192,4.550500
540,8192,4.503500
541,8192,4.497500
542,8192,4.508500
543,8192,4.538500
544,8192,4.530000
545,8192,4.501500
546,8192,4.544500
547,8192,4.525500
548,8192,4.506000
549,8192,4.507500
550,8192,4.506000
551,8192,4.513000
552,8192,4.481000
553,8192,4.515500
554,8192,4.507500
555,8192,4.523000
556,8192,4.520000
557,8192,4.524000
558,8192,4.476000
559,8192,4.555500
560,8192,4.535000
561,8192,4.574500
562,8192,4.530000
563,8192,4.515500
564,8192,4.508500
565,8192,4.504000
566,8192,4.521500
567,8192,4.521500
568,8192,4.513500
569,8192,4.496500
570,8192,4.524000
571,8192,4.534000
572,8192,4.492500
573,8192,4.498000
574,8192,4.535000
575,8192,4.516000
576,8192,4.479500
577,8192,4.544000
578,8192,4.517000
579,8192,4.532500
580,8192,4.514000
581,8192,4.475000
582,8192,4.490000
583,8192,4.487500
584,8192,4.507000
585,8192,4.491000
586,8192,4.490500
587,8192,4.512000
588,8192,4.528000
589,8192,4.521500
590,8192,4.497000
591,8192,4.501500
592,8192,4.510500
593,8192,4.521000
594,8192,4.527000
595,8192,4.539500
596,8192,4.518500
597,8192,4.486500
598,8192,4.512000
599,8192,4.505500
600,8192,4.497000
601,8192,4.501000
602,8192,4.528000
603,8192,4.546500
604,8192,4.527000
605,8192,4.506000
606,8192,4.522500
607,8192,4.496000
608,8192,4.495000
609,8192,4.513500
610,8192,4.518000
611,8192,4.494000
612,8192,4.534500
613,8192,4.545500
614,8192,4.559000
615,8192,4.506000
616,8192,4.505500
617,8192,4.512500
618,8192,4.539000
619,8192,4.494500
620,8192,4.519500
621,8192,4.537500
622,8192,4.486500
623,8192,4.539500
624,8192,4.520000
625,8192,4.496000
626,8192,4.531500
627,8192,4.574000
628,8192,4.521000
629,8192,4.522000
630,8192,4.632000
631,8192,4.512500
632,8192,4.560500
633,8192,4.545000
634,8192,4.527500
635,8192,4.559000
636,8192,4.535500
637,8192,4.561500
638,8192,4.518500
639,8192,4.496000
640,8192,4.521500
641,8192,4.497500
642,8192,4.554000
643,8192,4.531500
644,8192,4.544000
645,8192,4.547000
646,8192,4.531500
647,8192,4.530500
648,8192,4.505500
649,8192,4.554500
650,8192,4.504000
651,8192,4.510000
652,8192,4.554000
653,8192,4.523500
654,8192,4.528500
655,8192,4.527000
656,8192,4.521500
657,8192,4.547500
658,8192,4.505500
659,8192,4.554500
660,8192,4.565500
661,8192,4.534500
662,8192,4.515000
663,8192,4.547500
664,8192,4.509500
665,8192,4.553500
666,8192,4.534000
667,8192,4.537500
668,8192,4.495000
669,8192,4.545000
670,8192,4.544000
671,8192,4.526000
672,8192,4.579000
673,8192,4.515500
674,8192,4.529500
675,8192,4.523000
676,8192,4.500500
677,8192,4.522500
678,8192,4.518000
679,8192,4.518000
680,8192,4.515000
681,8192,4.504500
682,8192,4.536500
683,8192,4.538500
684,8192,4.520000
685,8192,4.511500
686,8192,4.526500
687,8192,4.532500
688,8192,4.519500
689,8192,4.518000
690,8192,4.497500
691,8192,4.510500
692,8192,4.498000
693,8192,4.516000
694,8192,4.510000
695,8192,4.542000
696,8192,4.494000
697,8192,4.555000
698,8192,4.532500
699,8192,4.521000
700,8192,4.527500
701,8192,4.519000
702,8192,4.527000
703,8192,4.489000
704,8192,4.505500
705,8192,4.528000
706,8192,4.543000
707,8192,4.525500
708,8192,4.514000
709,8192,4.529500
710,8192,4.497000
711,8192,4.519000
712,8192,4.531500
713,8192,4.503500
714,8192,4.527000
715,8192,4.524500
716,8192,4.519000
717,8192,4.472500
718,8192,4.503500
719,8192,4.523000
720,8192,4.501000
721,8192,4.518000
722,8192,4.540000
723,8192,4.532500
724,8192,4.544500
725,8192,4.540000
726,8192,4.505000
727,8192,4.509000
728,8192,4.486500
729,8192,4.512000
730,8192,4.611000
731,8192,4.510500
732,8192,4.495000
733,8192,4.531500
734,8192,4.510500
735,8192,4.499500
736,8192,4.536000
737,8192,4.477500
738,8192,4.505500
739,8192,4.519500
740,8192,4.560500
741,8192,4.517000
742,8192,4.496500
743,8192,8.488000
744,8192,4.863500
745,8192,4.545500
746,8192,4.551000
747,8192,4.488500
748,8192,4.536500
749,8192,4.494000
750,8192,4.504500
751,8192,4.508500
752,8192,4.511000
753,8192,4.554500
754,8192,4.500000
755,8192,4.510500
756,8192,4.517500
757,8192,4.545500
758,8192,4.514500
759,8192,4.571000
760,8192,4.521500
761,8192,4.504000
762,8192,4.549000
763,8192,4.526000
764,8192,4.543500
765,8192,4.540500
766,8192,4.513000
767,8192,4.549500
768,8192,4.533000
769,8192,4.510000
770,8192,4.555000
771,8192,4.497500
772,8192,4.513000
773,8192,4.504000
774,8192,4.533000
775,8192,4.516500
776,8192,4.560000
777,8192,4.545000
778,8192,4.581000
779,8192,4.480500
780,8192,4.529000
781,8192,4.534500
782,8192,4.508500
783,8192,4.508000
784,8192,4.513500
785,8192,4.536000
786,8192,4.533000
787,8192,4.543500
788,8192,4.534500
789,8192,4.540500
790,8192,4.543000
791,8192,4.523500
792,8192,4.519500
793,8192,4.552000
794,8192,4.557500
795,8192,4.550500
796,8192,4.541500
797,8192,4.485000
798,8192,4.537000
799,8192,4.566500
800,8192,4.519500
801,8192,4.511500
802,8192,4.557500
803,8192,4.575000
804,8192,4.496500
805,8192,4.507500
806,8192,4.536000
807,8192,4.542000
808,8192,4.521000
809,8192,4.548500
810,8192,4.520000
811,8192,4.494000
812,8192,4.500500
813,8192,4.524500
814,8192,4.520000
815,8192,4.506500
816,8192,4.499500
817,8192,4.532000
818,8192,4.499500
819,8192,4.495500
820,8192,4.533000
821,8192,4.532500
822,8192,4.510000
823,8192,4.512500
824,8192,4.521500
825,8192,4.508000
826,8192,4.552500
827,8192,4.569000
828,8192,4.537500
829,8192,4.530000
830,8192,4.490000
831,8192,4.508500
832,8192,4.494000
833,8192,4.497000
834,8192,4.512000
835,8192,4.519000
836,8192,4.499000
837,8192,4.521000
838,8192,4.519000
