Sample,Payload [Bytes],Latency [us]
1019,16,13.8438
1020,16,13.7973
1021,16,13.9583
1022,16,13.7298
1023,16,13.9103
1024,16,13.7423
1025,16,14.3588
1026,16,13.8128
1027,16,13.8408
1028,16,13.7598
1029,16,13.8008
1030,16,13.8093
1031,16,13.8973
1032,16,13.8123
1033,16,14.1633
1034,16,13.7988
1035,16,15.5458
1036,16,13.7453
1037,16,13.8628
1038,16,13.7278
1039,16,13.8538
1040,16,13.7003
1041,16,13.8403
1042,16,13.7758
1043,16,13.8458
1044,16,13.7673
1045,16,13.7833
1046,16,13.8113
1047,16,13.5048
1048,16,13.5233
1049,16,13.8898
1050,16,13.9668
1051,16,13.7828
1052,16,13.8838
1053,16,13.8548
1054,16,13.8268
1055,16,13.7548
1056,16,13.8538
1057,16,13.9068
1058,16,13.7698
1059,16,13.8283
1060,16,13.7113
1061,16,13.8493
1062,16,13.8593
1063,16,13.7133
1064,16,13.8918
1065,16,13.7738
1066,16,14.0933
1067,16,13.9083
1068,16,13.8803
1069,16,13.7773
1070,16,13.8338
1071,16,13.7928
1072,16,13.9413
1073,16,13.8828
1074,16,13.8748
1075,16,13.7688
1076,16,13.8453
1077,16,13.8463
1078,16,13.9508
1079,16,13.8183
1080,16,13.8823
1081,16,13.9548
1082,16,13.8683
1083,16,13.8858
1084,16,13.9148
1085,16,13.8803
1086,16,13.8583
1087,16,13.8523
1088,16,13.8833
1089,16,13.8548
1090,16,13.8268
1091,16,13.7738
1092,16,14.0078
1093,16,13.9128
1094,16,13.9113
1095,16,13.7573
1096,16,13.8413
1097,16,13.7853
1098,16,14.6783
1099,16,14.3043
1100,16,13.9978
1101,16,13.9508
1102,16,13.9413
1103,16,13.9043
1104,16,13.9838
1105,16,13.9453
1106,16,14.0048
1107,16,13.8933
1108,16,13.9263
1109,16,13.9268
1110,16,13.8713
1111,16,13.9093
1112,16,13.9358
1113,16,13.7513
1114,16,13.9278
1115,16,13.9143
1116,16,13.9168
1117,16,13.9063
1118,16,13.8228
1119,16,13.8648
1120,16,13.9368
1121,16,13.9253
1122,16,13.8353
1123,16,13.8478
1124,16,13.8823
1125,16,13.9368
1126,16,13.9948
1127,16,13.8063
1128,16,13.9258
1129,16,13.9363
1130,16,13.9808
1131,16,14.0893
1132,16,14.0613
1133,16,13.9563
1134,16,14.0293
1135,16,13.7578
1136,16,13.8888
1137,16,13.7893
1138,16,13.9368
1139,16,13.8978
1140,16,13.9043
1141,16,13.9588
1142,16,13.8998
1143,16,13.9468
1144,16,13.8918
1145,16,13.8973
1146,16,13.9403
1147,16,13.9028
1148,16,13.9528
1149,16,13.8528
1150,16,13.9178
1151,16,13.9173
1152,16,13.9273
1153,16,14.4688
1154,16,13.8843
1155,16,13.9093
1156,16,13.8488
1157,16,13.9193
1158,16,13.9368
1159,16,13.9018
1160,16,13.8823
1161,16,13.8643
1162,16,14.0098
1163,16,13.9608
1164,16,14.0008
1165,16,13.8713
1166,16,13.8838
1167,16,13.8443
1168,16,13.8728
1169,16,13.8593
1170,16,13.9038
1171,16,13.9158
1172,16,13.8283
1173,16,13.8458
1174,16,13.9713
1175,16,13.8663
1176,16,13.8963
1177,16,13.8678
1178,16,13.8918
1179,16,13.8578
1180,16,13.8593
1181,16,13.7883
1182,16,13.8468
1183,16,13.8218
1184,16,13.8548
1185,16,13.6943
1186,16,13.9148
1187,16,13.8658
1188,16,13.7943
1189,16,13.8278
1190,16,13.8508
1191,16,13.7773
1192,16,13.9233
1193,16,14.8533
1194,16,13.7243
1195,16,14.0073
1196,16,13.9328
1197,16,14.0818
1198,16,13.9498
1199,16,14.0118
1200,16,14.0913
1201,16,13.9598
1202,16,13.9323
1203,16,13.9678
1204,16,14.2178
1205,16,22.0808
1206,16,12.6648
1207,16,8.49385
1208,16,8.22785
1209,16,8.21335
1210,16,7.35585
1211,16,7.59985
1212,16,7.71935
1213,16,7.66335
1214,16,7.76585
1215,16,7.73935
1216,16,7.70785
1217,16,7.77585
1218,16,7.72635
1219,16,7.75185
1220,16,7.73985
1221,16,7.68485
1222,16,7.70985
1223,16,7.72185
1224,16,7.71235
1225,16,7.69535
1226,16,7.78785
1227,16,7.72035
1228,16,7.69585
1229,16,7.69435
1230,16,7.66935
1231,16,7.76585
1232,16,7.67535
1233,16,8.92535
1234,16,7.73635
1235,16,7.63835
1236,16,7.66135
1237,16,7.63785
1238,16,7.65735
1239,16,7.63885
1240,16,7.61535
1241,16,7.63685
1242,16,7.66185
1243,16,7.59985
1244,16,7.59685
1245,16,7.65585
1246,16,7.56135
1247,16,7.68335
1248,16,7.65885
1249,16,7.59935
1250,16,7.65635
1251,16,7.57935
1252,16,7.65135
1253,16,7.56885
1254,16,7.63635
1255,16,7.62535
1256,16,7.59585
1257,16,7.64285
1258,16,7.63535
1259,16,7.63685
1260,16,7.58385
1261,16,12.5303
1262,16,7.85385
1263,16,7.69685
1264,16,7.63635
1265,16,7.84035
1266,16,7.56885
1267,16,7.65085
1268,16,7.66185
1269,16,7.57085
1270,16,7.61435
1271,16,7.59135
1272,16,7.63485
1273,16,7.69185
1274,16,7.61485
1275,16,7.58635
1276,16,7.61535
1277,16,7.56935
1278,16,7.57685
1279,16,7.63985
1280,16,7.61585
1281,16,7.61535
1282,16,7.59635
1283,16,7.61085
1284,16,7.68385
1285,16,7.64435
1286,16,7.59435
1287,16,7.65235
1288,16,7.63185
1289,16,7.57535
1290,16,7.58135
1291,16,7.58135
1292,16,7.58785
1293,16,7.62335
1294,16,7.55185
1295,16,7.64185
1296,16,7.60185
1297,16,7.61235
1298,16,7.69935
1299,16,7.62635
1300,16,7.66335
1301,16,7.62385
1302,16,7.59735
1303,16,7.65985
1304,16,7.57635
1305,16,7.59285
1306,16,7.62885
1307,16,7.61685
1308,16,7.61085
1309,16,7.57735
1310,16,7.58985
1311,16,7.60335
1312,16,7.59185
1313,16,7.59885
1314,16,7.55685
1315,16,7.65385
1316,16,15.3758
1317,16,7.86535
1318,16,7.64685
1319,16,7.62685
1320,16,7.33185
1321,16,8.39035
1322,16,8.32885
1323,16,8.27885
1324,16,8.24835
1325,16,8.24535
1326,16,8.21385
1327,16,8.30185
1328,16,8.24285
1329,16,8.23585
1330,16,8.25385
1331,16,8.24935
1332,16,8.30685
1333,16,8.27185
1334,16,8.25685
1335,16,8.30185
1336,16,8.22385
1337,16,8.29085
1338,16,8.26885
1339,16,8.27835
1340,16,8.30235
1341,16,8.27635
1342,16,8.25485
1343,16,8.34735
1344,16,8.31985
1345,16,8.30335
1346,16,8.28285
1347,16,8.25035
1348,16,8.30635
1349,16,8.34335
1350,16,8.32435
1351,16,8.41635
1352,16,8.31485
1353,16,8.26985
1354,16,8.25885
1355,16,8.33235
1356,16,8.30335
1357,16,8.29835
1358,16,8.26285
1359,16,8.28635
1360,16,8.26285
1361,16,8.23485
1362,16,8.23535
1363,16,8.20135
1364,16,8.23335
1365,16,8.26885
1366,16,8.21585
1367,16,8.25235
1368,16,15.4763
1369,16,8.59335
1370,16,7.45785
1371,16,7.53635
1372,16,7.72035
1373,16,7.58185
1374,16,7.64285
1375,16,7.64985
1376,16,7.62485
1377,16,7.50135
1378,16,7.61385
1379,16,7.60835
1380,16,7.69135
1381,16,7.64235
1382,16,7.62385
1383,16,7.57135
1384,16,7.59035
1385,16,7.59485
1386,16,7.62835
1387,16,7.58235
1388,16,7.64785
1389,16,7.59335
1390,16,7.61985
1391,16,7.64985
1392,16,7.67635
1393,16,7.56785
1394,16,7.63735
1395,16,7.54535
1396,16,7.68585
1397,16,7.57135
1398,16,7.63835
1399,16,7.61185
1400,16,7.54935
1401,16,7.62035
1402,16,7.64285
1403,16,7.54735
1404,16,7.74885
1405,16,7.61285
1406,16,7.53885
1407,16,7.59035
1408,16,7.60785
1409,16,7.58035
1410,16,7.61185
1411,16,7.59285
1412,16,7.66585
1413,16,7.64185
1414,16,7.61585
1415,16,7.55885
1416,16,7.63835
1417,16,7.57785
1418,16,7.61485
1419,16,7.52135
1420,16,7.63185
1421,16,7.58285
1422,16,7.63885
1423,16,10.6263
1424,16,8.09035
1425,16,7.91685
1426,16,8.15235
1427,16,8.23435
1428,16,8.20335
1429,16,8.20035
1430,16,8.15085
1431,16,8.16785
1432,16,8.11935
1433,16,8.14335
1434,16,8.20385
1435,16,8.18135
1436,16,9.14985
1437,16,8.47285
1438,16,8.29585
1439,16,14.5818
1440,16,8.36835
1441,16,8.30735
1442,16,8.21585
1443,16,8.23735
1444,16,8.26635
1445,16,7.33335
1446,16,7.57035
1447,16,7.73535
1448,16,7.62885
1449,16,7.66635
1450,16,7.61135
1451,16,7.63935
1452,16,7.64735
1453,16,7.61335
1454,16,7.67235
1455,16,7.63985
1456,16,7.60135
1457,16,7.65385
1458,16,7.61685
1459,16,7.63185
1460,16,7.59735
1461,16,7.66235
1462,16,7.62735
1463,16,7.70485
1464,16,7.66785
1465,16,7.59735
1466,16,7.70835
1467,16,7.68185
1468,16,7.68685
1469,16,7.65685
1470,16,7.59935
1471,16,7.63735
1472,16,7.61785
1473,16,7.63535
1474,16,7.61385
1475,16,7.63185
1476,16,7.60385
1477,16,15.4248
1478,16,12.6828
1479,16,7.82685
1480,16,7.63535
1481,16,7.63335
1482,16,7.65635
1483,16,7.57685
1484,16,7.63735
1485,16,7.86685
1486,16,7.68635
1487,16,7.63235
1488,16,7.62185
1489,16,7.63885
1490,16,7.59285
1491,16,7.65285
