Bytes,Samples,mean,min
16,100000,272,136
32,100000,273,5,130,5
64,100000,274,138,5
128,100000,267,110,5
256,100000,281,163,5
512,100000,289,5,124,5
1024,100000,302,5,160
2048,100000,331,5,174,5
4096,100000,360,5,186,5
8192,100000,384,5,232
16384,100000,419,5,292
